#>> IPFilter Xunlei (Thunder) Offline Server (2010-08-02)
#>> Home http://emulefans.com/xunlei-server-ip-100802/
125.221.46.131  - 125.221.46.138  ,   0 , [EX]XunleiOffline
211.98.169.226  - 211.98.169.233  ,   0 , [EX]XunleiOffline
211.137.100.86  - 211.137.100.87  ,   0 , [EX]XunleiOffline
211.162.73.113  - 211.162.73.113  ,   0 , [EX]XunleiOffline
218.6.13.101    - 218.6.13.110    ,   0 , [EX]XunleiOffline
218.6.13.114    - 218.6.13.114    ,   0 , [EX]XunleiOffline
218.6.13.116    - 218.6.13.124    ,   0 , [EX]XunleiOffline
218.21.68.2     - 218.21.68.9     ,   0 , [EX]XunleiOffline
218.59.144.2    - 218.59.144.13   ,   0 , [EX]XunleiOffline
218.59.144.34   - 218.59.144.55   ,   0 , [EX]XunleiOffline
218.59.144.57   - 218.59.144.62   ,   0 , [EX]XunleiOffline
218.75.172.139  - 218.75.172.139  ,   0 , [EX]XunleiOffline
218.75.172.156  - 218.75.172.158  ,   0 , [EX]XunleiOffline
219.129.83.2    - 219.129.83.17   ,   0 , [EX]XunleiOffline
219.129.83.19   - 219.129.83.26   ,   0 , [EX]XunleiOffline
219.129.83.31   - 219.129.83.31   ,   0 , [EX]XunleiOffline
219.134.132.39  - 219.134.132.39  ,   0 , [EX]XunleiOffline
219.134.132.56  - 219.134.132.57  ,   0 , [EX]XunleiOffline
219.134.132.80  - 219.134.132.80  ,   0 , [EX]XunleiOffline
220.113.9.85    - 220.113.9.85    ,   0 , [EX]XunleiOffline
220.249.103.131 - 220.249.103.138 ,   0 , [EX]XunleiOffline
221.4.246.66    - 221.4.246.73    ,   0 , [EX]XunleiOffline
221.4.246.75    - 221.4.246.105   ,   0 , [EX]XunleiOffline
221.4.246.107   - 221.4.246.111   ,   0 , [EX]XunleiOffline
221.5.8.25      - 221.5.8.41      ,   0 , [EX]XunleiOffline
221.5.8.111     - 221.5.8.122     ,   0 , [EX]XunleiOffline
221.203.179.3   - 221.203.179.13  ,   0 , [EX]XunleiOffline
221.203.179.20  - 221.203.179.21  ,   0 , [EX]XunleiOffline
221.238.25.109  - 221.238.25.109  ,   0 , [EX]XunleiOffline
222.141.53.2    - 222.141.53.74   ,   0 , [EX]XunleiOffline
