#>> IPFilter Xunlei (Thunder) Offline Server (2010-08-02)
#>> Home http://emulefans.com/xunlei-server-ip-100802/
58.61.39.209    - 58.61.39.211    ,   0 , [EX]XunleiOffline
58.61.39.214    - 58.61.39.219    ,   0 , [EX]XunleiOffline
58.61.39.221    - 58.61.39.222    ,   0 , [EX]XunleiOffline
58.61.39.224    - 58.61.39.229    ,   0 , [EX]XunleiOffline
58.61.39.231    - 58.61.39.236    ,   0 , [EX]XunleiOffline
58.61.39.238    - 58.61.39.241    ,   0 , [EX]XunleiOffline
58.61.39.243    - 58.61.39.245    ,   0 , [EX]XunleiOffline
58.61.39.249    - 58.61.39.254    ,   0 , [EX]XunleiOffline
58.61.152.69    - 58.61.152.69    ,   0 , [EX]XunleiOffline
58.251.57.66    - 58.251.57.75    ,   0 , [EX]XunleiOffline
58.251.57.77    - 58.251.57.93    ,   0 , [EX]XunleiOffline
58.251.57.99    - 58.251.57.103   ,   0 , [EX]XunleiOffline
58.251.57.105   - 58.251.57.107   ,   0 , [EX]XunleiOffline
58.251.57.112   - 58.251.57.121   ,   0 , [EX]XunleiOffline
58.251.57.123   - 58.251.57.125   ,   0 , [EX]XunleiOffline
58.251.57.162   - 58.251.57.174   ,   0 , [EX]XunleiOffline
58.251.59.4     - 58.251.59.6     ,   0 , [EX]XunleiOffline
58.252.209.2    - 58.252.209.31   ,   0 , [EX]XunleiOffline
58.254.134.201  - 58.254.134.253  ,   0 , [EX]XunleiOffline
58.255.249.130  - 58.255.249.143  ,   0 , [EX]XunleiOffline
58.255.249.147  - 58.255.249.147  ,   0 , [EX]XunleiOffline
58.255.249.150  - 58.255.249.165  ,   0 , [EX]XunleiOffline
58.255.253.130  - 58.255.253.156  ,   0 , [EX]XunleiOffline
60.18.146.201   - 60.18.146.219   ,   0 , [EX]XunleiOffline
60.18.147.194   - 60.18.147.211   ,   0 , [EX]XunleiOffline
60.19.64.35     - 60.19.64.52     ,   0 , [EX]XunleiOffline
60.19.64.54     - 60.19.64.60     ,   0 , [EX]XunleiOffline
60.19.64.62     - 60.19.64.62     ,   0 , [EX]XunleiOffline
60.21.219.66    - 60.21.219.108   ,   0 , [EX]XunleiOffline
60.214.64.131   - 60.214.64.198   ,   0 , [EX]XunleiOffline
60.221.254.158  - 60.221.254.200  ,   0 , [EX]XunleiOffline
60.221.254.221  - 60.221.254.253  ,   0 , [EX]XunleiOffline
61.54.12.130    - 61.54.12.151    ,   0 , [EX]XunleiOffline
61.137.191.66   - 61.137.191.80   ,   0 , [EX]XunleiOffline
61.137.191.85   - 61.137.191.94   ,   0 , [EX]XunleiOffline
61.147.76.2     - 61.147.76.93    ,   0 , [EX]XunleiOffline
61.183.55.211   - 61.183.55.227   ,   0 , [EX]XunleiOffline
61.235.71.73    - 61.235.71.73    ,   0 , [EX]XunleiOffline
111.161.24.2    - 111.161.24.22   ,   0 , [EX]XunleiOffline
111.161.24.24   - 111.161.24.28   ,   0 , [EX]XunleiOffline
116.55.230.131  - 116.55.230.211  ,   0 , [EX]XunleiOffline
118.122.36.130  - 118.122.36.154  ,   0 , [EX]XunleiOffline
118.122.36.160  - 118.122.36.185  ,   0 , [EX]XunleiOffline
118.122.87.18   - 118.122.87.23   ,   0 , [EX]XunleiOffline
119.120.94.51   - 119.120.94.65   ,   0 , [EX]XunleiOffline
119.120.94.67   - 119.120.94.70   ,   0 , [EX]XunleiOffline
119.120.94.130  - 119.120.94.158  ,   0 , [EX]XunleiOffline
119.120.94.160  - 119.120.94.228  ,   0 , [EX]XunleiOffline
119.147.41.141  - 119.147.41.152  ,   0 , [EX]XunleiOffline
119.178.12.2    - 119.178.12.23   ,   0 , [EX]XunleiOffline
119.188.12.23   - 119.188.12.23   ,   0 , [EX]XunleiOffline
119.188.12.28   - 119.188.12.30   ,   0 , [EX]XunleiOffline
119.188.12.32   - 119.188.12.34   ,   0 , [EX]XunleiOffline
119.188.12.37   - 119.188.12.37   ,   0 , [EX]XunleiOffline
119.188.12.40   - 119.188.12.40   ,   0 , [EX]XunleiOffline
119.188.12.42   - 119.188.12.45   ,   0 , [EX]XunleiOffline
119.188.12.47   - 119.188.12.47   ,   0 , [EX]XunleiOffline
119.188.12.49   - 119.188.12.52   ,   0 , [EX]XunleiOffline
119.188.12.54   - 119.188.12.54   ,   0 , [EX]XunleiOffline
119.188.12.58   - 119.188.12.59   ,   0 , [EX]XunleiOffline
121.9.209.3     - 121.9.209.8     ,   0 , [EX]XunleiOffline
121.9.209.11    - 121.9.209.18    ,   0 , [EX]XunleiOffline
121.9.209.131   - 121.9.209.191   ,   0 , [EX]XunleiOffline
121.9.246.2     - 121.9.246.39    ,   0 , [EX]XunleiOffline
121.10.24.65    - 121.10.24.75    ,   0 , [EX]XunleiOffline
121.10.120.136  - 121.10.120.141  ,   0 , [EX]XunleiOffline
121.10.120.143  - 121.10.120.146  ,   0 , [EX]XunleiOffline
121.10.120.151  - 121.10.120.164  ,   0 , [EX]XunleiOffline
121.10.120.179  - 121.10.120.179  ,   0 , [EX]XunleiOffline
121.10.120.235  - 121.10.120.235  ,   0 , [EX]XunleiOffline
121.10.120.239  - 121.10.120.241  ,   0 , [EX]XunleiOffline
121.10.137.25   - 121.10.137.59   ,   0 , [EX]XunleiOffline
121.10.137.131  - 121.10.137.140  ,   0 , [EX]XunleiOffline
121.14.82.2     - 121.14.82.26    ,   0 , [EX]XunleiOffline
121.14.82.36    - 121.14.82.39    ,   0 , [EX]XunleiOffline
121.14.82.41    - 121.14.82.50    ,   0 , [EX]XunleiOffline
121.14.82.130   - 121.14.82.157   ,   0 , [EX]XunleiOffline
122.141.227.130 - 122.141.227.161 ,   0 , [EX]XunleiOffline
122.228.241.2   - 122.228.241.2   ,   0 , [EX]XunleiOffline
122.228.241.4   - 122.228.241.46  ,   0 , [EX]XunleiOffline
123.129.242.131 - 123.129.242.180 ,   0 , [EX]XunleiOffline
123.129.242.182 - 123.129.242.188 ,   0 , [EX]XunleiOffline
123.129.242.190 - 123.129.242.192 ,   0 , [EX]XunleiOffline
123.129.242.194 - 123.129.242.229 ,   0 , [EX]XunleiOffline
123.129.242.245 - 123.129.242.245 ,   0 , [EX]XunleiOffline
123.129.242.253 - 123.129.242.253 ,   0 , [EX]XunleiOffline
124.232.148.131 - 124.232.148.200 ,   0 , [EX]XunleiOffline
125.39.72.11    - 125.39.72.42    ,   0 , [EX]XunleiOffline
125.39.72.44    - 125.39.72.45    ,   0 , [EX]XunleiOffline
125.39.72.47    - 125.39.72.77    ,   0 , [EX]XunleiOffline
125.39.72.80    - 125.39.72.81    ,   0 , [EX]XunleiOffline
125.39.72.83    - 125.39.72.83    ,   0 , [EX]XunleiOffline
125.39.72.85    - 125.39.72.85    ,   0 , [EX]XunleiOffline
125.39.72.87    - 125.39.72.87    ,   0 , [EX]XunleiOffline
125.39.72.89    - 125.39.72.109   ,   0 , [EX]XunleiOffline
125.39.72.111   - 125.39.72.181   ,   0 , [EX]XunleiOffline
125.39.72.183   - 125.39.72.188   ,   0 , [EX]XunleiOffline
125.39.72.201   - 125.39.72.208   ,   0 , [EX]XunleiOffline
125.39.148.88   - 125.39.148.89   ,   0 , [EX]XunleiOffline
125.39.149.2    - 125.39.149.87   ,   0 , [EX]XunleiOffline
125.39.149.90   - 125.39.149.100  ,   0 , [EX]XunleiOffline
125.39.150.2    - 125.39.150.31   ,   0 , [EX]XunleiOffline
125.46.42.130   - 125.46.42.130   ,   0 , [EX]XunleiOffline
125.46.42.143   - 125.46.42.153   ,   0 , [EX]XunleiOffline
